x;y
1;13.53411
6;14.63179
11;15.90905
16;16.85789
21;18.69173
26;21.01058
31;21.88921
36;23.46136
41;24.48931
46;25.41015
51;26.41729
56;27.11165
61;27.16656
66;27.98256
71;28.99757
76;29.62259
81;30.31946
86;31.38021
91;32.29798
96;33.69459
100;34.51243
