;x;y
0;1;78.0023899932294
1;6;76.68352937477619
2;11;75.3668670671662
3;16;74.131787043098
4;21;68.5732780907005
5;26;62.70351208641547
6;31;60.81585688326032
7;36;58.10524603213801
8;41;56.89638201596399
9;46;56.30855738039077
10;51;57.584646551197935
11;56;57.25533934667077
12;61;57.31358612827812
13;66;57.29037166555714
14;71;57.40000918400146
15;76;57.29247234205898
16;81;56.93927483278358
17;86;56.670163215737084
18;91;56.15989846290358
19;96;54.31075309462671
20;100;54.20826925464172
